iter	stage	seconds	started
0	holdout_anchor	5091	2026-09-03 22:40:54
1	A_evolve	7552	2026-09-04 04:01:34
1	B_holdout_harness	5096	2026-09-04 06:07:27
1	B2_sftgen_a0	13468	2026-09-04 07:32:23
1	C_corpus_a0	2	2026-09-04 11:16:51
1	D_sft_a0	779	2026-09-04 11:16:53
1	E_holdout_sft_a0	6055	2026-09-04 11:29:52
1	B_holdout_harness	0	2026-09-04 13:15:17
1	E_holdout_sft_a0	0	2026-09-04 13:15:17
1	B_holdout_harness	0	2026-09-04 13:17:29
1	E_holdout_sft_a0	0	2026-09-04 13:17:30
1	B_holdout_harness	0	2026-09-04 13:20:14
1	E_holdout_sft_a0	0	2026-09-04 13:20:15
1	B_holdout_harness	0	2026-09-04 13:23:14
1	E_holdout_sft_a0	0	2026-09-04 13:23:14
1	B_holdout_harness	0	2026-09-04 13:23:28
1	E_holdout_sft_a0	0	2026-09-04 13:23:28
1	B_holdout_harness	0	2026-09-04 13:24:14
1	E_holdout_sft_a0	0	2026-09-04 13:24:14
1	B_holdout_harness	0	2026-09-04 13:24:59
1	E_holdout_sft_a0	0	2026-09-04 13:24:59
1	B_holdout_harness	0	2026-09-04 13:27:15
1	E_holdout_sft_a0	0	2026-09-04 13:27:15
1	B_holdout_harness	0	2026-09-04 13:27:59
1	E_holdout_sft_a0	0	2026-09-04 13:27:59
1	B_holdout_harness	0	2026-09-04 13:28:44
1	E_holdout_sft_a0	0	2026-09-04 13:28:44
1	B_holdout_harness	0	2026-09-04 13:32:19
1	E_holdout_sft_a0	0	2026-09-04 13:32:19
1	B_holdout_harness	0	2026-09-04 13:32:28
1	E_holdout_sft_a0	0	2026-09-04 13:32:29
1	B_holdout_harness	0	2026-09-04 13:33:15
1	E_holdout_sft_a0	0	2026-09-04 13:33:15
1	B_holdout_harness	0	2026-09-04 13:33:59
1	E_holdout_sft_a0	0	2026-09-04 13:33:59
1	B_holdout_harness	0	2026-09-04 13:34:44
1	E_holdout_sft_a0	0	2026-09-04 13:34:44
1	B_holdout_harness	0	2026-09-04 13:37:14
1	E_holdout_sft_a0	0	2026-09-04 13:37:14
1	B_holdout_harness	0	2026-09-04 13:37:46
1	E_holdout_sft_a0	0	2026-09-04 13:37:46
1	B_holdout_harness	0	2026-09-04 13:38:28
1	E_holdout_sft_a0	0	2026-09-04 13:38:28
1	B_holdout_harness	0	2026-09-04 13:39:15
1	E_holdout_sft_a0	0	2026-09-04 13:39:15
1	B_holdout_harness	0	2026-09-04 13:39:59
1	E_holdout_sft_a0	0	2026-09-04 13:39:59
1	B_holdout_harness	0	2026-09-04 13:40:44
1	E_holdout_sft_a0	0	2026-09-04 13:40:44
1	B_holdout_harness	0	2026-09-04 13:43:15
1	E_holdout_sft_a0	0	2026-09-04 13:43:15
1	B_holdout_harness	0	2026-09-04 13:43:45
1	E_holdout_sft_a0	0	2026-09-04 13:43:45
1	B_holdout_harness	0	2026-09-04 13:44:30
1	E_holdout_sft_a0	0	2026-09-04 13:44:30
1	B_holdout_harness	0	2026-09-04 13:47:14
1	E_holdout_sft_a0	0	2026-09-04 13:47:14
1	B_holdout_harness	0	2026-09-04 13:47:40
1	E_holdout_sft_a0	0	2026-09-04 13:47:41
1	B_holdout_harness	0	2026-09-04 13:48:25
1	E_holdout_sft_a0	0	2026-09-04 13:48:25
1	B_holdout_harness	0	2026-09-04 13:49:10
1	E_holdout_sft_a0	0	2026-09-04 13:49:10
1	B_holdout_harness	0	2026-09-04 13:51:12
1	E_holdout_sft_a0	0	2026-09-04 13:51:12
1	B_holdout_harness	0	2026-09-04 13:53:14
1	E_holdout_sft_a0	0	2026-09-04 13:53:14
1	B_holdout_harness	0	2026-09-04 13:57:15
1	E_holdout_sft_a0	0	2026-09-04 13:57:15
1	B_holdout_harness	0	2026-09-04 13:59:14
1	E_holdout_sft_a0	0	2026-09-04 13:59:15
1	B_holdout_harness	0	2026-09-04 14:01:15
1	E_holdout_sft_a0	0	2026-09-04 14:01:15
1	B_holdout_harness	0	2026-09-04 14:03:14
1	E_holdout_sft_a0	0	2026-09-04 14:03:14
1	B_holdout_harness	0	2026-09-04 14:05:14
1	E_holdout_sft_a0	0	2026-09-04 14:05:14
1	B_holdout_harness	0	2026-09-04 14:09:15
1	E_holdout_sft_a0	0	2026-09-04 14:09:15
1	B_holdout_harness	0	2026-09-04 14:11:15
1	E_holdout_sft_a0	0	2026-09-04 14:11:15
1	B_holdout_harness	0	2026-09-04 14:13:14
1	E_holdout_sft_a0	0	2026-09-04 14:13:14
1	B_holdout_harness	0	2026-09-04 14:15:15
1	E_holdout_sft_a0	0	2026-09-04 14:15:15
1	B_holdout_harness	0	2026-09-04 14:15:26
1	E_holdout_sft_a0	0	2026-09-04 14:15:26
1	B_holdout_harness	0	2026-09-04 14:16:11
1	E_holdout_sft_a0	0	2026-09-04 14:16:11
1	B_holdout_harness	0	2026-09-04 14:16:57
